,title,seasons,start_year,imdb_rating,viewer_maturity,genre,content_advisory,network,episodes,avg_episode_runtime
0,SILK STALKINGS,4,1992,-1.0,Adults,[],NA,FILMRISE,88,45.90909090909091
0,WOTAKOI: LOVE IS HARD FOR OTAKU,1,2018,-1.0,Young Adults,['ANIME'],"['mild foul language', 'moderate drug use', 'mild sexuality', 'mild violence']","WOTAKOI COMMITTEE (ANIPLEX INC., FUJI TELEVISION , INC., ICHIJINSHA INC., DENTSU, INC.)",11,23.0
0,DOCTOR WHO,13,2005,-1.0,Kids,"['YOUNG ADULT AUDIENCE', 'SCIENCE FICTION']","['foul language', 'drug use', 'violence']",BBC1,154,47.48701298701299
0,PENNY DREADFUL,3,2014,8.2,Adults,"['HORROR', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",NA,27,54.148148148148145
0,TAKE US HOME: LEEDS UNITED,2,2019,8.1,Young Adults,['DOCUMENTARY'],"['drug use', 'foul language', 'violence']",THE CITY TALKING,8,44.75
0,YES MINISTER: SPECIALS,4,1980,-1.0,Teens,['COMEDY'],NA,BBC2,22,30.545454545454547
0,FORENSIC FILES,20,1998,-1.0,Young Adults,['DOCUMENTARY'],"['foul language', 'drug use', 'sexual content', 'violence']",FILMRISE,368,22.03804347826087
0,12 MONKEYS,3,2015,7.7,Not rated,"['SCIENCE FICTION', 'ACTION', 'DRAMA']",NA,NA,36,43.138888888888886
0,LORENA,1,2019,7.2,Young Adults,['DOCUMENTARY'],NA,AMAZON STUDIOS,4,63.0
0,SHAITAAN HAVELI,1,2018,-1.0,Young Adults,"['INTERNATIONAL', 'COMEDY']",NA,OML,8,24.375
0,STARTUP,3,2016,8.0,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",CRACKLE.COM,30,44.266666666666666
0,GOOD GIRLS REVOLT,1,2016,8.2,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,10,51.6
0,HOUSE OF LIES,5,2012,7.4,Adults,"['DRAMA', 'COMEDY']",NA,NA,58,28.155172413793103
0,WORLD'S BUSIEST CITIES,1,2017,-1.0,Teens,['DOCUMENTARY'],NA,BBC2,4,58.5
0,RICHARD HAMMOND'S ENGINEERING CONNECTIONS,1,2011,-1.0,Older Kids,[],NA,DARLOW SMITHSON,6,50.0
0,FAMOUS IN LOVE,2,2017,6.9,Young Adults,"['ROMANCE', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",NA,20,41.6
0,ANGIE TRIBECA,4,2016,7.0,Young Adults,['COMEDY'],NA,TBS,40,21.05
0,LORE,2,2017,6.7,Young Adults,"['HORROR', 'DRAMA']","['foul language', 'moderate drug use', 'sexual content', 'mild nudity', 'strong violence']",AMAZON STUDIOS,13,41.61538461538461
0,COUPLING,4,2000,-1.0,Young Adults,['COMEDY'],NA,BBC2,28,28.928571428571427
0,ONE TREE HILL,9,2004,-1.0,Young Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'violence']",NA,188,42.148936170212764
0,GUILT,1,2016,6.0,Young Adults,['DRAMA'],NA,NA,10,42.4
0,THE GOOD FIGHT,3,2017,8.3,Adults,['DRAMA'],NA,CBS,33,51.06060606060606
0,CASUAL,4,2015,-1.0,Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']","LIONSGATE ENTERTAINMENT, INC.",44,29.045454545454547
0,TRAVEL IN STYLE,3,2013,-1.0,Teens,['SPECIAL INTEREST'],NA,BIGMEDIA,39,23.307692307692307
0,DEUTSCHLAND,3,2015,8.1,Adults,"['DRAMA', 'INTERNATIONAL']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",SUNDANCE,28,47.214285714285715
0,ENGINUITY,2,2015,-1.0,Young Adults,[],NA,NA,26,24.0
0,THE SIMPLE LIFE,4,2004,-1.0,Young Adults,[],"['moderate foul language', 'moderate drug use', 'mild sexuality', 'violence']",20TH CENTURY FOX TELEVISION,46,21.608695652173914
0,NIKITA,4,2011,-1.0,Adults,"['DRAMA', 'ACTION']","['moderate drug use', 'moderate foul language', 'moderate sexuality', 'moderate violence']",NA,73,41.9041095890411
0,SAVAGE X FENTY SHOW,2,2019,7.6,Adults,['UNSCRIPTED'],"['foul language', 'violence']",AMAZON STUDIOS,4,43.25
0,LUTHER,5,2010,-1.0,Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'violence']",BBC1,20,53.5
0,21 JUMP STREET,5,1987,-1.0,Young Adults,[],"['foul language', 'drug use', 'violence']",FILMRISE,103,46.24271844660194
0,DEXTER,8,2006,8.6,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",CBS TELEVISION STUDIOS,96,53.21875
0,ALL OR NOTHING: NEW ZEALAND ALL BLACKS,1,2018,8.2,Young Adults,"['UNSCRIPTED', 'SPORTS', 'DOCUMENTARY']","['moderate drug use', 'strong foul language', 'violence']",AMAZON STUDIOS,6,43.333333333333336
0,AMERICAN GODS - INTERNATIONAL RELEASE,3,2017,7.8,Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,18,55.333333333333336
0,CONVICTION,1,2009,-1.0,Adults,[],NA,BENOÎT VALÈRE,20,47.15
0,GRAND BLUE DREAMING,1,2018,-1.0,Young Adults,['ANIME'],"['moderate drug use', 'moderate foul language', 'sexual content', 'nudity', 'violence']",GRAND BLUE DREAMING PROJECT,12,24.0
0,PREACHER,4,2016,8.0,Adults,"['ACTION', 'SCIENCE FICTION', 'DRAMA', 'SUSPENSE']","['drug use', 'foul language', 'violence']",AMC ,43,44.76744186046512
0,CLAWS,3,2017,7.4,Adults,"['COMEDY', 'DRAMA']","['strong drug use', 'strong foul language', 'strong sexuality', 'strong nudity', 'severe violence']",WB,30,46.5
0,TOO OLD TO DIE YOUNG,1,2019,-1.0,Adults,[],NA,AMAZON STUDIOS,10,75.4
0,LIVING BIBLICALLY,1,2018,-1.0,Young Adults,['COMEDY'],NA,WARNER BROS.,13,21.0
0,GET OUT,2,2014,-1.0,Young Adults,['DOCUMENTARY'],"['moderate drug use', 'moderate foul language']",BIGMEDIA,26,23.76923076923077
0,THE BAKER AND THE BEAUTY,2,2014,-1.0,Teens,"['DRAMA', 'INTERNATIONAL', 'ROMANCE']","['moderate foul language', 'moderate drug use', 'mild sexuality', 'nudity', 'violence']",NA,20,36.75
0,THE DETOUR,4,2016,7.7,Adults,"['ACTION', 'WESTERN', 'DRAMA']",NA,WB,42,21.523809523809526
0,THE TRIAL: A MURDER IN THE FAMILY,1,2017,-1.0,Young Adults,[],NA,DRAGONFLY,5,48.0
0,BOARDING SCHOOL JULIET,1,2018,-1.0,Teens,['ANIME'],"['foul language', 'sexual content', 'violence']",BOARDING SCHOOL JULIET PRODUCTION COMMITTEE,12,24.0
0,THIS IS FOOTBALL,1,2019,-1.0,Young Adults,[],"['foul language', 'violence']",AMAZON STUDIOS,6,58.0
0,SHAKTIMAAN,5,1998,-1.0,Teens,['INTERNATIONAL'],"['moderate drug use', 'moderate foul language', 'mild violence']",ULTRA MEDIA & ENTERTAINMENT PVT. LTD.,100,41.69
0,THE IDOLM@STER.KR,1,2017,-1.0,Teens,['YOUNG ADULT AUDIENCE'],"['moderate foul language', 'mild violence']",IMX / BANDAI NAMCO ENTERTAINMENT INC,24,45.833333333333336
0,TRAINING DAY,1,2017,6.0,Young Adults,"['DRAMA', 'ACTION']",NA,NA,13,42.15384615384615
0,AKBAR BIRBAL,2,2013,-1.0,Older Kids,"['INTERNATIONAL', 'KIDS']",['mild violence'],ULTRA MEDIA & ENTERTAINMENT PVT. LTD.,24,12.083333333333334
0,TOKYO ALICE,1,2019,4.2,Teens,"['DRAMA', 'ROMANCE']","['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,12,27.083333333333332
0,CENSORSHIP IN THE FUTURE,1,2015,6.3,Young Adults,"['COMEDY', 'INTERNATIONAL']",NA,OML,1,6.0
0,EMPIRE GAMES,1,2018,-1.0,Young Adults,[],NA,KM PLUS MEDIA BIG MEDIA,6,48.666666666666664
0,HAP AND LEONARD,3,2016,7.7,Adults,"['DRAMA', 'SUSPENSE']",NA,ENTERTAINMENT ONE,18,42.888888888888886
0,IRODUKU : THE WORLD IN COLORS,1,2018,-1.0,Teens,['ANIME'],"['foul language', 'violence']",IRODUKU：THE WORLD IN COLORS PROJECT,13,24.0
0,A VERY ENGLISH SCANDAL,1,2018,-1.0,Young Adults,['DRAMA'],"['moderate drug use', 'strong foul language', 'strong sexuality', 'strong nudity', 'moderate violence']",BBC,3,58.333333333333336
0,SIX DREAMS,1,2018,7.8,Young Adults,"['SPORTS', 'UNSCRIPTED']","['mild drug use', 'strong foul language', 'sexual content', 'violence']",AMAZON STUDIOS,6,63.0
0,THE NEIGHBORS,2,2014,-1.0,Young Adults,[],NA,NA,20,42.0
0,TOKYO GIRL,1,2018,8.2,Teens,"['COMEDY', 'INTERNATIONAL', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,11,22.636363636363637
0,KRAZEE FOODIE - TAMIL,1,2017,-1.0,Kids,[],NA,CELEBRITIES MANAGEMENT PRIVATE LIMITED,12,25.166666666666668
0,BEATLESS,1,2018,-1.0,Teens,['ANIME'],"['foul language', 'sexual content', 'violence']",BEATLESS PRODUCTION COMMITTEE,28,23.964285714285715
0,HAND OF GOD,2,2015,7.5,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,20,53.6
0,UNSOLVED MYSTERIES: ORIGINAL ROBERT STACK EPISODES,12,1989,-1.0,Teens,['DOCUMENTARY'],"['foul language', 'drug use', 'sexual content', 'violence']",FILMRISE,233,46.622317596566525
0,LOVE SHOTS,1,2016,7.5,Young Adults,['INTERNATIONAL'],NA,NA,6,8.5
0,SPACED,2,1999,-1.0,Young Adults,[],"['foul language', 'drug use', 'sexual content']",FILMRISE,14,24.785714285714285
0,THAT GIRL,5,1967,-1.0,Older Kids,['COMEDY'],NA,STADIUM MEDIA,136,25.41176470588235
0,RAY DONOVAN,6,2013,8.3,Adults,['DRAMA'],NA,SHOWTIME,72,53.236111111111114
0,PLANET EARTH : SET 02,1,2006,-1.0,Young Adults,['DOCUMENTARY'],NA,BBC1,6,49.0
0,SCUM'S WISH,1,2017,6.9,Young Adults,['ANIME'],"['drug use', 'foul language', 'sexual content', 'violence']",NA,12,23.0
0,MAN'S WORLD,1,2015,7.3,Teens,"['COMEDY', 'INTERNATIONAL']",NA,NA,1,57.0
0,RED OAKS,3,2015,7.9,Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,26,26.23076923076923
0,TRIAL & ERROR,2,2017,8.0,Teens,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']",WARNER BROS.,21,23.857142857142858
0,"ROSWELL, NEW MEXICO",2,2019,-1.0,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",WB,26,42.0
0,RAGE OF BAHAMUT VIRGIN SOUL,1,2017,7.4,Adults,"['INTERNATIONAL', 'ANIME']","['drug use', 'moderate foul language', 'mild sexuality', 'moderate violence']",NA,24,24.0
0,GANGSTARS (TAMIL),1,2018,-1.0,Young Adults,['INTERNATIONAL'],NA,SILLY MONKS ENTERTAINMENT & EARLY MONSOON TALES,13,24.53846153846154
0,THE MISSING,2,2014,-1.0,Young Adults,['DRAMA'],"['strong foul language', 'moderate drug use', 'sexual content', 'strong violence']",NA,16,58.9375
0,ALL OR NOTHING: BRAZIL NATIONAL TEAM,1,2020,-1.0,Adults,[],"['foul language', 'violence']",AMAZON STUDIOS,5,50.6
0,DISPATCHES FROM ELSEWHERE,1,2020,6.7,Young Adults,"['DRAMA', 'SUSPENSE']","['foul language', 'drug use', 'sexual content', 'violence']",NA,10,45.4
0,XPLORE SPAIN - TAMIL,1,2017,-1.0,Teens,[],NA,CELEBRITIES MANAGEMENT PRIVATE LIMITED,5,25.6
0,SIMPLE YOGA LESSONS WITH AJ,1,2017,-1.0,Older Kids,['INTERNATIONAL'],NA,RAJSHRI ENTERTAINMENT PRIVATE LIMITED,0,0.0
0,"MIDNIGHT, TEXAS",2,2017,-1.0,Adults,['DRAMA'],NA,NBCUNIVERSAL,19,42.8421052631579
0,PRESUMED GUILTY,1,2016,-1.0,Adults,[],NA,ARES FILM,8,82.75
0,AFTER THE RAIN,1,2018,-1.0,Teens,['ANIME'],"['foul language', 'sexual content', 'violence']","AFTER THE RAIN THE ANIMATION COMMITTEE (FUJI TELEVISION , INC., ANIPLEX INC., DMM PICTURES, DENTSU, INC.)",12,23.0
0,PETER GUNN,3,1959,-1.0,Teens,[],NA,MULTICOM ENTERTAINMENT GROUP (MEG),103,25.883495145631066
0,HUNTER,7,1985,-1.0,Young Adults,[],NA,FILMRISE,152,47.93421052631579
0,TROPICAL HEAT,3,1991,-1.0,Young Adults,[],NA,MULTICOM ENTERTAINMENT GROUP (MEG),66,49.515151515151516
0,BLUE PLANET II – PRESENTER LED,1,2017,-1.0,Young Adults,['DOCUMENTARY'],NA,BBC 1,7,57.857142857142854
0,MAFIA UNDERCOVER,2,2016,-1.0,Young Adults,[],"['foul language', 'drug use', 'sexual content', 'violence']",TAODUE FILM,8,98.5
0,JOHNNY BRAVO,4,1998,7.2,Older Kids,['ANIMATION'],NA,NA,132,8.742424242424242
0,FUKUYADOU HONPO –KYOTO LOVE STORY-,1,2018,7.4,Teens,"['INTERNATIONAL', 'ROMANCE', 'DRAMA']","['foul language', 'drug use', 'sexual content']",AMAZON STUDIOS,12,33.916666666666664
0,INUYASHIKI LAST HERO,1,2017,-1.0,Adults,"['INTERNATIONAL', 'ANIME']","['drug use', 'moderate foul language', 'sexual content', 'mild nudity', 'moderate violence']",TWINENGINE,11,23.0
0,MOZART IN THE JUNGLE,4,2014,8.2,Adults,"['COMEDY', 'DRAMA']","['drug use', 'foul language', 'sexual content', 'violence']",AMAZON STUDIOS,40,27.775
0,BLACK SUN,1,2017,-1.0,Adults,[],NA,COBRA FILM DEPARTMENT / RTS,10,64.9
0,PATRIOT,2,2017,8.3,Adults,"['DRAMA', 'SUSPENSE']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,18,47.0
0,EAT THE WORLD WITH EMERIL LAGASSE,1,2016,7.9,Adults,"['DOCUMENTARY', 'SPECIAL INTEREST']","['foul language', 'drug use']",AMAZON STUDIOS,6,27.833333333333332
0,MIRACLES OF NATURE,2,2011,-1.0,Teens,[],NA,NA,26,26.0
0,ALL AMERICAN,3,2019,-1.0,Young Adults,"['SPORTS', 'DRAMA']",NA,WB,33,42.0
0,CÓMO SOBREVIVIR SOLTERO,1,2020,7.3,Young Adults,['COMEDY'],"['drug use', 'foul language', 'sexual content', 'violence']",AMAZON STUDIOS,10,31.6
0,LIFE SENTENCE,1,2018,-1.0,Young Adults,['DRAMA'],NA,THE CW,13,41.84615384615385
0,YOU ARE WANTED,2,2017,-1.0,Teens,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,12,49.0
0,JOANNA LUMLEY'S INDIA,1,2017,-1.0,Kids,['DOCUMENTARY'],NA,ITV1,3,46.0
0,XPLORE BHUTAN - TAMIL,1,2017,-1.0,Kids,[],NA,CELEBRITIES MANAGEMENT PRIVATE LIMITED,3,24.333333333333332
0,RAJA AUR RANCHO,2,1996,-1.0,Young Adults,"['COMEDY', 'INTERNATIONAL']",NA,ULTRA MEDIA & ENTERTAINMENT PVT. LTD.,31,22.612903225806452
0,DILRUK JAYASINHA: BUNDLE OF JOY,1,2020,6.0,Young Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']",['foul language'],AMAZON STUDIOS,1,60.0
0,WELL SEASONED - TAMIL,1,2017,-1.0,Kids,[],NA,CELEBRITIES MANAGEMENT PRIVATE LIMITED,30,24.2
0,ALONE TOGETHER,2,2018,-1.0,Young Adults,['COMEDY'],NA,FREEFORM,20,20.85
0,RICK STEIN'S INDIA,1,2013,-1.0,Kids,['DOCUMENTARY'],NA,BBC2,6,59.0
0,UNSOLVED MYSTERIES WITH DENNIS FARINA,8,2008,-1.0,Adults,['DOCUMENTARY'],"['foul language', 'drug use', 'violence']",FILMRISE,175,42.965714285714284
0,NOS4A2,2,2019,6.7,Adults,['DRAMA'],"['moderate foul language', 'drug use', 'sexual content', 'moderate violence']",AMC STUDIOS,20,45.5
0,AMAZON RIDERS,2,2018,7.8,Teens,"['ACTION', 'INTERNATIONAL']","['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,26,32.46153846153846
0,KARAKURI CIRCUS,1,2019,-1.0,Young Adults,['ANIME'],"['moderate drug use', 'moderate foul language', 'strong violence']",TWINENGINE,36,24.0
0,MOZART IN THE JUNGLE,4,2014,8.2,Adults,"['COMEDY', 'DRAMA']","['strong foul language', 'strong drug use', 'strong sexuality', 'moderate violence']",AMAZON STUDIOS,40,27.775
0,SNG: WHAT IF,1,2016,6.0,Teens,"['COMEDY', 'INTERNATIONAL', 'ARTS, ENTERTAINMENT, AND CULTURE']",NA,OML,2,6.0
0,CRISIS IN SIX SCENES,1,2016,6.6,Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,6,23.5
0,EAT. RACE. WIN.,1,2018,7.0,Young Adults,"['SPECIAL INTEREST', 'SPORTS', 'DOCUMENTARY']","['foul language', 'violence']",AMAZON STUDIOS,7,31.285714285714285
0,BIG CATS,1,2018,-1.0,Teens,['DOCUMENTARY'],NA,BBC2,2,58.0
0,EARTH'S NATURAL WONDERS: SERIES 2,1,2015,-1.0,Young Adults,['DOCUMENTARY'],NA,BBC1,3,50.0
0,EXTRAÑO ENEMIGO,1,2018,8.1,Young Adults,"['INTERNATIONAL', 'DRAMA']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,8,45.375
0,TIGER: SPY IN THE JUNGLE,1,2008,-1.0,Teens,['DOCUMENTARY'],NA,BBC1,3,59.0
0,LIFELINE,1,2018,-1.0,Teens,[],NA,TRK UKRAINE,10,48.8
0,POPEYE: THE CONTINUING ADVENTURES,4,1978,-1.0,Older Kids,['ANIMATION'],NA,FILMRISE,65,22.953846153846154
0,THE LAST TYCOON,1,2017,7.7,Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,9,54.44444444444444
0,TYOHAAR KI THAALI,2,2018,-1.0,Older Kids,[],NA,IN10 MEDIA PRIVATE LIMITED,51,24.254901960784313
0,LIFELINE,1,2018,-1.0,Teens,[],NA,TRK UKRAINE,10,48.8
0,THAT GIRL,5,1967,-1.0,Older Kids,['COMEDY'],NA,STADIUM MEDIA,136,25.41176470588235
0,TRANSPARENT,5,2014,7.8,Adults,"['DRAMA', 'COMEDY', 'LGBTQ']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,42,29.714285714285715
0,MOZART IN THE JUNGLE,4,2014,8.2,Adults,"['DRAMA', 'COMEDY']","['drug use', 'foul language', 'sexual content', 'violence']",AMAZON STUDIOS,40,27.775
0,FEED THE BEAST,1,2016,6.7,Young Adults,[],NA,NA,10,43.3
0,CAMPO DE ESTRELLAS,3,2017,-1.0,Teens,"['DOCUMENTARY', 'SPORTS']","['mild foul language', 'violence']",REAL MADRID,36,51.5
0,THE LOST WORLD,3,2000,-1.0,Teens,[],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",MULTICOM ENTERTAINMENT GROUP (MEG),66,43.666666666666664
0,KANAN GILL: HOW INSENSITIVE,1,2016,7.1,Young Adults,"['INTERNATIONAL', 'COMEDY']",NA,OML,1,6.0
0,PSYCHO-PASS 3,2,2019,-1.0,Young Adults,['ANIME'],"['moderate foul language', 'moderate drug use', 'mild sexuality', 'moderate violence']",TWINENGINE,11,46.09090909090909
0,UPSIDE DOWN PILATES,1,2013,-1.0,Older Kids,['SPECIAL INTEREST'],NA,BIGMEDIA,26,22.884615384615383
0,ANNE EDMONDS: WHAT'S WRONG WITH YOU?,1,2020,6.1,Young Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']",['foul language'],AMAZON STUDIOS,1,63.0
0,JIM GAFFIGAN: QUALITY TIME,1,2019,7.6,Teens,"['ARTS, ENTERTAINMENT, AND CULTURE', 'SPECIAL INTEREST', 'COMEDY']","['foul language', 'sexual content', 'violence']",AMAZON STUDIOS,2,52.5
0,TIME AFTER TIME,1,2017,6.7,Young Adults,"['SCIENCE FICTION', 'DRAMA']",NA,NA,11,46.0
0,HAP AND LEONARD,3,2016,7.7,Adults,"['DRAMA', 'SUSPENSE']",NA,SUNDANCE TV,18,42.888888888888886
0,KABANERI OF THE IRON FORTRESS,1,2016,7.2,Adults,"['ANIME', 'INTERNATIONAL', 'SCIENCE FICTION']","['foul language', 'nudity', 'violence']",FUJI TV,12,23.0
0,ALL AMERICAN,3,2019,-1.0,Young Adults,"['SPORTS', 'DRAMA']",NA,WB,33,42.0
0,SAEKANO♭ HOW TO RAISE A BORING GIRLFRIEND.FLAT,1,2017,-1.0,Teens,"['ANIME', 'INTERNATIONAL']","['foul language', 'violence']",NA,12,23.0
0,COUPLING,4,2000,-1.0,Young Adults,['COMEDY'],NA,BBC2,28,28.928571428571427
0,ROADIES,1,2016,7.4,Adults,"['COMEDY', 'DRAMA']",NA,NA,10,55.0
0,ONIHEI,1,2017,7.5,Adults,"['ANIME', 'INTERNATIONAL']","['moderate drug use', 'moderate foul language', 'strong violence']",NA,13,24.0
0,THE CHALLENGE: ETA,1,2020,8.4,Young Adults,['DOCUMENTARY'],"['violence', 'drug use', 'foul language']",AMAZON STUDIOS,8,58.0
0,4 BLOCKS,3,2017,-1.0,Young Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",WIEDEMANN & BERG,19,50.473684210526315
0,DEXTER,8,2006,8.6,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",SHOWTIME S,96,53.21875
0,THE SIMPLE LIFE,4,2004,-1.0,Young Adults,[],"['moderate foul language', 'moderate drug use', 'mild sexuality', 'violence']",20TH CENTURY FOX TELEVISION,46,21.608695652173914
0,JOHNNY BRAVO,4,1998,7.2,Older Kids,['ANIMATION'],NA,NA,132,8.742424242424242
0,RE:CREATORS,1,2017,-1.0,Adults,['ANIME'],"['drug use', 'moderate foul language', 'mild nudity', 'moderate violence']",NA,22,24.0
0,21 JUMP STREET,5,1987,-1.0,Young Adults,[],"['foul language', 'drug use', 'violence']",FILMRISE,103,46.24271844660194
0,CALIGULA,1,2018,-1.0,Teens,"['COMEDY', 'INTERNATIONAL', 'UNSCRIPTED']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,20,43.1
0,THE ROOK,1,2019,-1.0,Adults,['DRAMA'],NA,LIONS GATE TELEVISION INC.,8,51.75
0,PAUL CHOWDHRY: LIVE INNIT,1,2019,-1.0,Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']",NA,AVALON,1,60.0
0,ALMIRANTE HOTEL,1,2015,-1.0,Teens,[],NA,TELEVISIÓN DE GALICIA S.A / FORMATO PRODUCCIONES S.L,4,46.5
0,YOU ARE WANTED,2,2017,6.0,Teens,"['SUSPENSE', 'DRAMA']","['drug use', 'foul language', 'sexual content', 'violence']",AMAZON STUDIOS,12,49.0
0,THE MISSING,2,2014,-1.0,Young Adults,['DRAMA'],"['strong foul language', 'moderate drug use', 'sexual content', 'strong violence']",NA,16,58.9375
0,BEAT,1,2018,7.4,Young Adults,"['DRAMA', 'INTERNATIONAL']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,7,61.285714285714285
0,FINAL LIFE,1,2019,5.3,Young Adults,[],"['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,12,31.083333333333332
0,DARK FOREST,1,2015,-1.0,Young Adults,[],NA,PIETRO VALSECCHI,4,87.5
0,MAN IN ARMS,1,2019,-1.0,Young Adults,[],NA,NA,12,26.416666666666668
0,THE MISSING,2,2014,-1.0,Young Adults,[],NA,NA,16,58.9375
0,ENGINUITY,2,2015,-1.0,Young Adults,[],NA,NA,26,24.0
0,KILLING BITES,1,2018,-1.0,Adults,['ANIME'],"['moderate foul language', 'strong sexuality', 'nudity', 'moderate violence']",KILLING BITES PRODUCTION COMMITTEE,12,24.0
0,BATTERY THE ANIMATION,1,2016,5.8,Teens,"['SPORTS', 'ANIME']","['foul language', 'violence']",ANIME BATTERY PRODUCTION COMMITTEE,11,23.0
0,SNOG MARRY AVOID?,6,2008,-1.0,Young Adults,[],NA,REMARKABLE TELEVISION,62,29.322580645161292
0,MAJOR CRIMES,6,2012,7.7,Young Adults,['DRAMA'],NA,WB,105,42.10476190476191
0,SILK STALKINGS,4,1992,-1.0,Adults,[],NA,FILMRISE,88,45.90909090909091
0,WATER RATS,7,1996,-1.0,Young Adults,[],"['drug use', 'foul language', 'violence']",SOUTHERN STAR ENTERTAINMENT,177,43.74576271186441
0,SEVEN SENSES OF THE RE’UNION,1,2018,-1.0,Teens,['ANIME'],"['foul language', 'violence']",SEVEN SENSES OF THE REUNION PRODUCTION COMMITTEE,12,24.0
0,4 BLOCKS,3,2017,8.2,Young Adults,['DRAMA'],NA,WIEDEMANN & BERG,19,50.473684210526315
0,ONE MISSISSIPPI,2,2016,7.3,Adults,['DRAMA'],"['drug use', 'foul language', 'sexual content', 'violence']",AMAZON_STUDIOS,12,27.166666666666668
0,TRAVEL IN STYLE,3,2013,-1.0,Teens,['SPECIAL INTEREST'],NA,BIGMEDIA,39,23.307692307692307
0,SECRET LIVES OF DOGS: SERIES 2,1,2017,-1.0,Older Kids,['DOCUMENTARY'],NA,ITV1,3,50.0
0,THE COMMISH,4,1992,-1.0,Young Adults,[],NA,FILMRISE,87,47.37931034482759
0,YOGACITY,2,2012,-1.0,Older Kids,[],NA,GOODTIMES,24,17.833333333333332
0,CARIBBEAN THUNDER,1,2011,-1.0,Teens,[],NA,FIDIA FILM,3,106.66666666666667
0,SON OF ABISH,1,2016,7.3,Teens,"['ARTS, ENTERTAINMENT, AND CULTURE', 'INTERNATIONAL']",NA,OML,5,9.4
0,THE ELEPHANTS' EMPIRE,1,2000,-1.0,Teens,[],NA,SOUTHERN STAR ENTERTAINMENT,3,52.0
0,TOP 10 ARCHITECTURE,1,2015,-1.0,Kids,[],NA,NA,10,52.2
0,ENGLAND'S FORGOTTEN QUEEN: THE LIFE AND DEATH OF LADY JANE GRAY,1,2018,-1.0,Young Adults,[],NA,DARLOW SMITHSON PRODUCTIONS,3,59.0
0,TEEN WOLF,2,1986,5.9,Older Kids,"['ADVENTURE', 'COMEDY']",NA,MULTICOM ENTERTAINMENT GROUP (MEG),21,24.61904761904762
0,ANGIE TRIBECA,4,2016,7.0,Young Adults,['COMEDY'],NA,TBS,40,21.05
0,VARIETY VANTULU,1,2018,-1.0,Older Kids,['INTERNATIONAL'],NA,RAJSHRI ENTERTAINMENT PRIVATE LIMITED,0,0.0
0,KOLKATA WITH SUE PERKINS,1,2015,-1.0,Teens,['DOCUMENTARY'],NA,BBC1,1,59.0
0,UNUSUAL CULTURES,1,2013,-1.0,Adults,[],NA,KM PLUS MEDIA BIG MEDIA,13,26.0
0,WELCOME TO THE BALLROOM,1,2017,-1.0,Young Adults,['ANIME'],"['foul language', 'violence']",NA,24,24.0
0,COLLISION,1,2009,-1.0,Young Adults,['DRAMA'],"['foul language', 'drug use', 'violence']",GREENLIT PRODUCTIONS,5,45.0
